Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Grenada,GRD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",155.28,152.904,150.528,142.7712,135.0144,127.2576,119.5008,111.744,110.96,110.176,109.392,108.608,107.824,106.5724,105.3208,104.0692,102.8176,101.566,101.3706,101.1752,100.9798,100.7844,100.589,100.31,100.031,99.752,99.473,99.194,96.0462,92.8984,89.7506,86.6028,83.455,79.0572,74.6594,70.2616,65.8638,61.466,59.4034,57.3408,55.2782,53.2156,51.153,49.404,47.655,45.906,44.157,42.408,40.998,39.588,38.178,36.768,35.358,33.4268,31.4956,
Greenland,GRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",155.0038,154.1044,153.205,151.1436,149.0822,147.0208,144.9594,142.898,141.8192,140.7404,139.6616,138.5828,137.504,138.0222,138.5404,139.0586,139.5768,140.095,139.7746,139.4542,139.1338,138.8134,138.493,136.1494,133.8058,131.4622,129.1186,126.775,125.5346,124.2942,123.0538,121.8134,120.573,119.2234,117.8738,116.5242,115.1746,113.825,111.9068,109.9886,108.0704,106.1522,104.234,102.0278,99.8216,97.6154,95.4092,93.203,91.3696,89.5362,87.7028,85.8694,84.036,82.72,81.404,
Guam,GUM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",103.7064,105.2422,106.778,103.833,100.888,97.943,94.998,92.053,92.2532,92.4534,92.6536,92.8538,93.054,91.7518,90.4496,89.1474,87.8452,86.543,84.952,83.361,81.77,80.179,78.588,79.7244,80.8608,81.9972,83.1336,84.27,82.9208,81.5716,80.2224,78.8732,77.524,75.9942,74.4644,72.9346,71.4048,69.875,67.3642,64.8534,62.3426,59.8318,57.321,55.2848,53.2486,51.2124,49.1762,47.14,47.7372,48.3344,48.9316,49.5288,50.126,49.4576,48.7892,
Guyana,GUY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",131.419,128.621,125.823,124.0908,122.3586,120.6264,118.8942,117.162,116.9004,116.6388,116.3772,116.1156,115.854,114.9118,113.9696,113.0274,112.0852,111.143,111.8028,112.4626,113.1224,113.7822,114.442,110.466,106.49,102.514,98.538,94.562,95.4646,96.3672,97.2698,98.1724,99.075,98.17,97.265,96.36,95.455,94.55,95.676,96.802,97.928,99.054,100.18,98.9588,97.7376,96.5164,95.2952,94.074,93.279,92.484,91.689,90.894,90.099,89.2584,88.4178,
High income,HIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",45.28070144,45.33681651,45.21275535,44.32887916,43.45848839,42.69591791,42.0795986,41.54742967,41.41953084,41.22047686,41.02663879,40.80257191,40.51925302,40.18077553,39.76670558,39.32255204,38.85992898,38.32423369,37.81194118,37.26488495,36.69217526,36.10255074,35.500469,35.09831931,34.68030572,34.26058682,33.85398285,33.45564696,33.46268104,33.53585565,33.70950298,33.97224775,34.3723612,33.63446394,32.85812907,31.99020163,31.0480161,30.00988596,29.39024093,28.74927025,28.11559813,27.45888764,26.78614243,26.63540452,26.44955243,26.23220369,25.99954986,25.74885328,25.07467587,24.37655555,23.65997608,22.92916669,22.18546121,20.98212698,19.80126506,
"Hong Kong SAR, China",HKG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",37.5876,38.4618,39.336,36.8692,34.4024,31.9356,29.4688,27.002,25.2022,23.4024,21.6026,19.8028,18.003,17.4026,16.8022,16.2018,15.6014,15.001,14.0004,12.9998,11.9992,10.9986,9.998,9.1984,8.3988,7.5992,6.7996,6,6.2002,6.4004,6.6006,6.8008,7.001,6.601,6.201,5.801,5.401,5.001,4.7508,4.5006,4.2504,4.0002,3.75,3.6134,3.4768,3.3402,3.2036,3.067,3.1566,3.2462,3.3358,3.4254,3.515,3.3906,3.2662,
Honduras,HND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",159.419,159.06,158.701,158.72,158.739,158.758,158.777,158.796,157.1968,155.5976,153.9984,152.3992,150.8,149.8804,148.9608,148.0412,147.1216,146.202,144.9624,143.7228,142.4832,141.2436,140.004,138.7026,137.4012,136.0998,134.7984,133.497,132.0974,130.6978,129.2982,127.8986,126.499,124.351,122.203,120.055,117.907,115.759,112.5992,109.4394,106.2796,103.1198,99.96,96.7804,93.6008,90.4212,87.2416,84.062,80.9374,77.8128,74.6882,71.5636,68.439,67.0488,65.6586,
Heavily indebted poor countries (HIPC),HPC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",152.4883601,152.4404369,152.3681452,152.0484964,151.7256066,151.4070447,151.092011,150.7746869,150.3765074,150.0000819,149.6533974,149.3511392,149.0809702,149.2211313,149.3300261,149.398479,149.4315672,149.4629856,148.9162198,148.4023119,147.9236204,147.4282158,146.950028,146.3821022,145.7857071,145.1565771,144.4719413,143.7897048,143.0899736,142.4052649,141.7376802,141.0890969,140.4551211,139.617649,138.723629,137.7605291,136.7609048,135.6987653,134.3520251,133.0131514,131.7185404,130.495239,129.3333156,127.1769445,125.0520938,122.9454939,120.8359593,118.7464473,116.3251751,113.8815554,111.4097531,108.8997733,106.3710741,103.603604,100.842824,
Croatia,HRV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",42.3674,43.2062,44.045,45.159,46.273,47.387,48.501,49.615,50.2582,50.9014,51.5446,52.1878,52.831,52.2134,51.5958,50.9782,50.3606,49.743,47.9794,46.2158,44.4522,42.6886,40.925,39.7266,38.5282,37.3298,36.1314,34.933,32.0798,29.2266,26.3734,23.5202,20.667,20.3568,20.0466,19.7364,19.4262,19.116,18.335,17.554,16.773,15.992,15.211,15.0844,14.9578,14.8312,14.7046,14.578,13.9494,13.3208,12.6922,12.0636,11.435,10.68,9.925,
Haiti,HTI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",76.798,76.798,76.798,76.0784,75.3588,74.6392,73.9196,73.2,71.3404,69.4808,67.6212,65.7616,63.902,65.7796,67.6572,69.5348,71.4124,73.29,75.8484,78.4068,80.9652,83.5236,86.082,84.524,82.966,81.408,79.85,78.292,76.6124,74.9328,73.2532,71.5736,69.894,68.2744,66.6548,65.0352,63.4156,61.796,59.9332,58.0704,56.2076,54.3448,52.482,51.2734,50.0648,48.8562,47.6476,46.439,45.4042,44.3694,43.3346,42.2998,41.265,40.47,39.675,
Hungary,HUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",50.1982,48.5196,46.841,47.712,48.583,49.454,50.325,51.196,52.2018,53.2076,54.2134,55.2192,56.225,58.998,61.771,64.544,67.317,70.09,67.8694,65.6488,63.4282,61.2076,58.987,56.5196,54.0522,51.5848,49.1174,46.65,44.6262,42.6024,40.5786,38.5548,36.531,34.343,32.155,29.967,27.779,25.591,24.6764,23.7618,22.8472,21.9326,21.018,20.729,20.44,20.151,19.862,19.573,19.503,19.433,19.363,19.293,19.223,18.7178,18.2126,
Indonesia,IDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",143.8518,145.6324,147.413,148.7258,150.0386,151.3514,152.6642,153.977,149.071,144.165,139.259,134.353,129.447,127.0052,124.5634,122.1216,119.6798,117.238,113.0436,108.8492,104.6548,100.4604,96.266,91.5988,86.9316,82.2644,77.5972,72.93,70.966,69.002,67.038,65.074,63.11,60.0576,57.0052,53.9528,50.9004,47.848,48.4764,49.1048,49.7332,50.3616,50.99,51.093,51.196,51.299,51.402,51.505,51.505,51.505,51.505,51.505,51.505,50.753,50.001,
Isle of Man,IMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",103.938,104.112,104.286,104.7854,105.2848,105.7842,106.2836,106.783,107.3022,107.8214,108.3406,108.8598,109.379,109.1718,108.9646,108.7574,108.5502,108.343,108.5662,108.7894,109.0126,109.2358,109.459,108.7738,108.0886,107.4034,106.7182,106.033,103.6264,101.2198,98.8132,96.4066,94,90.5676,87.1352,83.7028,80.2704,76.838,73.5114,70.1848,66.8582,63.5316,60.205,57.0818,53.9586,50.8354,47.7122,44.589,41.759,38.929,36.099,33.269,30.439,28.0568,25.6746,
Not classified,INX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",10.3992,11.1996,12,12.3996,12.7992,13.1988,13.5984,13.998,15.5978,17.1976,18.7974,20.3972,21.997,21.9978,21.9986,21.9994,22.0002,22.001,21.4006,20.8002,20.1998,19.5994,18.999,18.199,17.399,16.599,15.799,14.999,15.1988,15.3986,15.5984,15.7982,15.998,16.5984,17.1988,17.7992,18.3996,19,19.0004,19.0008,19.0012,19.0016,19.002,18.4532,17.9044,17.3556,16.8068,16.258,15.4324,14.6068,13.7812,12.9556,12.13,11.4516,10.7732,
"Iran, Islamic Rep.",IRN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",150.179,150.179,150.179,149.186,148.193,147.2,146.207,145.214,143.3032,141.3924,139.4816,137.5708,135.66,135.8304,136.0008,136.1712,136.3416,136.512,137.2534,137.9948,138.7362,139.4776,140.219,134.462,128.705,122.948,117.191,111.434,104.2234,97.0128,89.8022,82.5916,75.381,70.0316,64.6822,59.3328,53.9834,48.634,45.6078,42.5816,39.5554,36.5292,33.503,33.0182,32.5334,32.0486,31.5638,31.079,30.5856,30.0922,29.5988,29.1054,28.612,27.8554,27.0988,
Iraq,IRQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",141.4524,143.1922,144.932,145.6196,146.3072,146.9948,147.6824,148.37,142.8118,137.2536,131.6954,126.1372,120.579,116.3492,112.1194,107.8896,103.6598,99.43,96.2798,93.1296,89.9794,86.8292,83.679,81.955,80.231,78.507,76.783,75.059,73.5382,72.0174,70.4966,68.9758,67.455,66.9284,66.4018,65.8752,65.3486,64.822,65.0574,65.2928,65.5282,65.7636,65.999,68.7998,71.6006,74.4014,77.2022,80.003,80.003,80.003,80.003,80.003,80.003,81.6186,83.2342,
Iceland,ISL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",84.0974,83.9442,83.791,83.5974,83.4038,83.2102,83.0166,82.823,80.3708,77.9186,75.4664,73.0142,70.562,68.0532,65.5444,63.0356,60.5268,58.018,55.1982,52.3784,49.5586,46.7388,43.919,41.3176,38.7162,36.1148,33.5134,30.912,29.8298,28.7476,27.6654,26.5832,25.501,25.1046,24.7082,24.3118,23.9154,23.519,22.265,21.011,19.757,18.503,17.249,16.6592,16.0694,15.4796,14.8898,14.3,13.0668,11.8336,10.6004,9.3672,8.134,7.307,6.48,
Israel,ISR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",52.2602,49.1846,46.109,44.4706,42.8322,41.1938,39.5554,37.917,38.8838,39.8506,40.8174,41.7842,42.751,42.2904,41.8298,41.3692,40.9086,40.448,38.6152,36.7824,34.9496,33.1168,31.284,29.4112,27.5384,25.6656,23.7928,21.92,21.4044,20.8888,20.3732,19.8576,19.342,19.0042,18.6664,18.3286,17.9908,17.653,17.3328,17.0126,16.6924,16.3722,16.052,15.6336,15.2152,14.7968,14.3784,13.96,13.4816,13.0032,12.5248,12.0464,11.568,10.8146,10.0612,
Italy,ITA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",19.1922,19.9226,20.653,21.5912,22.5294,23.4676,24.4058,25.344,26.239,27.134,28.029,28.924,29.819,29.0588,28.2986,27.5384,26.7782,26.018,24.0128,22.0076,20.0024,17.9972,15.992,14.7862,13.5804,12.3746,11.1688,9.963,9.519,9.075,8.631,8.187,7.743,7.48,7.217,6.954,6.691,6.428,6.542,6.656,6.77,6.884,6.998,6.9796,6.9612,6.9428,6.9244,6.906,6.801,6.696,6.591,6.486,6.381,6.2324,6.0838,
Jamaica,JAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",197.1424,201.2192,205.296,206.3152,207.3344,208.3536,209.3728,210.392,204.7136,199.0352,193.3568,187.6784,182,174.72,167.44,160.16,152.88,145.6,142.324,139.048,135.772,132.496,129.22,125.944,122.668,119.392,116.116,112.84,110.9472,109.0544,107.1616,105.2688,103.376,101.6008,99.8256,98.0504,96.2752,94.5,92.0738,89.6476,87.2214,84.7952,82.369,80.5876,78.8062,77.0248,75.2434,73.462,71.5908,69.7196,67.8484,65.9772,64.106,62.3322,60.5584,
Jordan,JOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",123.1678,122.1534,121.139,119.2044,117.2698,115.3352,113.4006,111.466,109.1778,106.8896,104.6014,102.3132,100.025,96.1556,92.2862,88.4168,84.5474,80.678,78.1376,75.5972,73.0568,70.5164,67.976,65.7478,63.5196,61.2914,59.0632,56.835,55.2678,53.7006,52.1334,50.5662,48.999,47.317,45.635,43.953,42.271,40.589,39.099,37.609,36.119,34.629,33.139,32.1116,31.0842,30.0568,29.0294,28.002,27.602,27.202,26.802,26.402,26.002,24.8826,23.7632,
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",4.1202,3.9606,3.801,3.8012,3.8014,3.8016,3.8018,3.802,4.0018,4.2016,4.4014,4.6012,4.801,4.601,4.401,4.201,4.001,3.801,3.881,3.961,4.041,4.121,4.201,4.1608,4.1206,4.0804,4.0402,4,4,4,4,4,4,4.08,4.16,4.24,4.32,4.4,4.6798,4.9596,5.2394,5.5192,5.799,5.6642,5.5294,5.3946,5.2598,5.125,5.0068,4.8886,4.7704,4.6522,4.534,4.3462,4.1584,
Kazakhstan,KAZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",44.4152,43.5876,42.76,40.9994,39.2388,37.4782,35.7176,33.957,33.8608,33.7646,33.6684,33.5722,33.476,33.6586,33.8412,34.0238,34.2064,34.389,35.1602,35.9314,36.7026,37.4738,38.245,39.8418,41.4386,43.0354,44.6322,46.229,47.7298,49.2306,50.7314,52.2322,53.733,51.404,49.075,46.746,44.417,42.088,39.4958,36.9036,34.3114,31.7192,29.127,28.9122,28.6974,28.4826,28.2678,28.053,28.7176,29.3822,30.0468,30.7114,31.376,29.981,28.586,
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",179.7378,181.0034,182.269,182.4724,182.6758,182.8792,183.0826,183.286,182.7436,182.2012,181.6588,181.1164,180.574,178.992,177.41,175.828,174.246,172.664,170.7476,168.8312,166.9148,164.9984,163.082,160.0174,156.9528,153.8882,150.8236,147.759,140.9164,134.0738,127.2312,120.3886,113.546,111.9768,110.4076,108.8384,107.2692,105.7,105.4,105.1,104.8,104.5,104.2,103.4048,102.6096,101.8144,101.0192,100.224,99.0102,97.7964,96.5826,95.3688,94.155,92.843,91.531,
Kyrgyz Republic,KGZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",46.1396,46.9368,47.734,47.0266,46.3192,45.6118,44.9044,44.197,43.9304,43.6638,43.3972,43.1306,42.864,42.0798,41.2956,40.5114,39.7272,38.943,39.6058,40.2686,40.9314,41.5942,42.257,43.7824,45.3078,46.8332,48.3586,49.884,53.5766,57.2692,60.9618,64.6544,68.347,67.3048,66.2626,65.2204,64.1782,63.136,57.3828,51.6296,45.8764,40.1232,34.37,33.4474,32.5248,31.6022,30.6796,29.757,32.1248,34.4926,36.8604,39.2282,41.596,40.7962,39.9964,
Cambodia,KHM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",101.081,101.081,101.081,100.3636,99.6462,98.9288,98.2114,97.494,95.9332,94.3724,92.8116,91.2508,89.69,87.6548,85.6196,83.5844,81.5492,79.514,82.0486,84.5832,87.1178,89.6524,92.187,91.371,90.555,89.739,88.923,88.107,83.8418,79.5766,75.3114,71.0462,66.781,63.727,60.673,57.619,54.565,51.511,50.8464,50.1818,49.5172,48.8526,48.188,47.946,47.704,47.462,47.22,46.978,47.3456,47.7132,48.0808,48.4484,48.816,49.9346,51.0532,
Kiribati,KIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",72.8538,73.2464,73.639,72.0294,70.4198,68.8102,67.2006,65.591,63.327,61.063,58.799,56.535,54.271,54.4124,54.5538,54.6952,54.8366,54.978,54.5824,54.1868,53.7912,53.3956,53,52.2688,51.5376,50.8064,50.0752,49.344,48.6632,47.9824,47.3016,46.6208,45.94,45.064,44.188,43.312,42.436,41.56,39.9484,38.3368,36.7252,35.1136,33.502,32.2492,30.9964,29.7436,28.4908,27.238,26.0172,24.7964,23.5756,22.3548,21.134,19.5494,17.9648,
St. Kitts and Nevis,KNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",32.5838,31.0934,29.603,27.5768,25.5506,23.5244,21.4982,19.472,18.3294,17.1868,16.0442,14.9016,13.759,13.9578,14.1566,14.3554,14.5542,14.753,14.2606,13.7682,13.2758,12.7834,12.291,11.1392,9.9874,8.8356,7.6838,6.532,6.0574,5.5828,5.1082,4.6336,4.159,3.9176,3.6762,3.4348,3.1934,2.952,2.8014,2.6508,2.5002,2.3496,2.199,2.1778,2.1566,2.1354,2.1142,2.093,2.034,1.975,1.916,1.857,1.798,1.7282,1.6584,
Kosovo,KSV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",164.6404,165.3292,166.018,165.4988,164.9796,164.4604,163.9412,163.422,159.246,155.07,150.894,146.718,142.542,133.3952,124.2484,115.1016,105.9548,96.808,90.8864,84.9648,79.0432,73.1216,67.2,60.191,53.182,46.173,39.164,32.155,29.994,27.833,25.672,23.511,21.35,22.3408,23.3316,24.3224,25.3132,26.304,24.9764,23.6488,22.3212,20.9936,19.666,18.5694,17.4728,16.3762,15.2796,14.183,13.6564,13.1298,12.6032,12.0766,11.55,10.8486,10.1472,
Latin America & Caribbean (developing only),LAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",111.2769739,111.6526719,111.9859164,110.5416859,109.1037419,107.6964383,106.2598615,104.8609108,103.3695149,101.8993518,100.4208412,98.89666051,97.34936951,96.49178619,95.64750743,94.81501788,93.933911,93.05489927,92.34585611,91.65713772,90.99444992,90.35326513,89.71812782,89.10066798,88.48669911,87.86702131,87.21731962,86.56262144,85.97745482,85.36156899,84.72467901,84.08346588,83.45705647,83.81787527,84.17294523,84.51859069,84.84817444,85.16759391,84.20545998,83.23666115,82.25728291,81.27072456,80.26640176,78.42734756,76.60121512,74.79542427,73.00688979,71.23628968,70.34517287,69.44534537,68.53587709,67.62085404,66.70388442,65.63263513,64.56640604,
Lao PDR,LAO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",104.5822,104.6246,104.667,104.7096,104.7522,104.7948,104.8374,104.88,104.9224,104.9648,105.0072,105.0496,105.092,105.6602,106.2284,106.7966,107.3648,107.933,108.6578,109.3826,110.1074,110.8322,111.557,111.2496,110.9422,110.6348,110.3274,110.02,108.9888,107.9576,106.9264,105.8952,104.864,101.2154,97.5668,93.9182,90.2696,86.621,84.337,82.053,79.769,77.485,75.201,75.0988,74.9966,74.8944,74.7922,74.69,72.983,71.276,69.569,67.862,66.155,65.348,64.541,
Lebanon,LBN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",84.7344,84.6422,84.55,83.1892,81.8284,80.4676,79.1068,77.746,76.0642,74.3824,72.7006,71.0188,69.337,68.0538,66.7706,65.4874,64.2042,62.921,62.4284,61.9358,61.4432,60.9506,60.458,58.5612,56.6644,54.7676,52.8708,50.974,48.5766,46.1792,43.7818,41.3844,38.987,36.8482,34.7094,32.5706,30.4318,28.293,26.5026,24.7122,22.9218,21.1314,19.341,17.9682,16.5954,15.2226,13.8498,12.477,12.701,12.925,13.149,13.373,13.597,13.1262,12.6554,
Liberia,LBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",225.535,226.373,227.211,226.4224,225.6338,224.8452,224.0566,223.268,221.4424,219.6168,217.7912,215.9656,214.14,212.228,210.316,208.404,206.492,204.58,203.0154,201.4508,199.8862,198.3216,196.757,193.8248,190.8926,187.9604,185.0282,182.096,177.9602,173.8244,169.6886,165.5528,161.417,159.5558,157.6946,155.8334,153.9722,152.111,151.1758,150.2406,149.3054,148.3702,147.435,146.3398,145.2446,144.1494,143.0542,141.959,137.0522,132.1454,127.2386,122.3318,117.425,113.9902,110.5554,
Libya,LBY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",118.31,118.636,118.962,121.2174,123.4728,125.7282,127.9836,130.239,130.591,130.943,131.295,131.647,131.999,123.7906,115.5822,107.3738,99.1654,90.957,82.6902,74.4234,66.1566,57.8898,49.623,43.1164,36.6098,30.1032,23.5966,17.09,15.2232,13.3564,11.4896,9.6228,7.756,7.5568,7.3576,7.1584,6.9592,6.76,6.728,6.696,6.664,6.632,6.6,6.61,6.62,6.63,6.64,6.65,6.585,6.52,6.455,6.39,6.325,6.2694,6.2138,
St. Lucia,LCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",157.6034,156.2942,154.985,156.5152,158.0454,159.5756,161.1058,162.636,161.7962,160.9564,160.1166,159.2768,158.437,159.1626,159.8882,160.6138,161.3394,162.065,159.3706,156.6762,153.9818,151.2874,148.593,143.0332,137.4734,131.9136,126.3538,120.794,115.5606,110.3272,105.0938,99.8604,94.627,89.6626,84.6982,79.7338,74.7694,69.805,68.234,66.663,65.092,63.521,61.95,61.8408,61.7316,61.6224,61.5132,61.404,60.385,59.366,58.347,57.328,56.309,55.3476,54.3862,
Latin America & Caribbean (all income levels),LCN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",106.9705141,107.3366134,107.6741605,106.3740583,105.0894925,103.8418542,102.5556629,101.3132926,100.0743357,98.8387067,97.5784281,96.2598791,94.90635212,94.33212515,93.76619444,93.20834783,92.6053516,91.99524788,91.21350213,90.44718971,89.69835226,88.96590797,88.23215025,87.69279269,87.15223497,86.60536349,86.03448653,85.45944216,84.91326425,84.33893433,83.74499529,83.14947594,82.56568536,82.76575403,82.96149096,83.15351936,83.33897554,83.52426112,82.59606943,81.65783329,80.70218447,79.73012829,78.73678703,77.03038856,75.33768529,73.66668621,72.01558914,70.38059939,69.62934431,68.87286781,68.11044731,67.34579572,66.58018789,65.61186152,64.64667633,
Least developed countries: UN classification,LDC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",156.1484416,156.4502678,156.7612121,156.7711863,156.6872286,156.4863085,156.196998,155.8019214,154.8004955,153.9105864,153.1990404,152.3377397,151.6541926,151.3788636,151.1881417,151.0334837,151.0998896,151.1682468,150.5435056,149.8769934,149.1584342,148.2927555,147.4075145,146.0890247,144.7200429,143.3106828,141.8522942,140.3748147,138.6546505,137.0287713,135.5119485,134.0594026,132.7060038,131.317127,129.821203,128.1806342,126.4352924,124.5558617,122.6582769,120.82412,119.1380239,117.6649024,116.3502799,114.5711332,112.8057592,111.0000553,109.1809902,107.3193567,105.2750815,103.1757657,101.0389944,98.84960861,96.6562679,94.50003171,92.32223719,
Low income,LIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",134.4694466,134.7922091,134.8953745,134.722345,134.7543088,135.0918632,135.4330988,136.1715826,136.8597952,137.1222081,136.7628958,135.9343729,134.5586194,133.7277049,133.1886347,133.1959479,133.5615533,134.4195846,134.8688176,135.1646171,135.1024852,134.6046295,133.9174151,133.1445694,132.4621784,131.9754239,131.6769013,131.4751379,131.3503779,131.459178,131.817406,132.3156883,133.0869053,133.6317996,133.8564672,133.5947304,132.9236235,131.7851691,129.6739865,127.6377794,125.8769917,124.4315441,123.2611167,121.5953462,119.9507551,118.2313733,116.4470951,114.6116352,112.3209497,110.006094,107.6909032,105.3372142,102.9879717,100.5810628,98.17290292,
Liechtenstein,LIE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",98.6416,96.3858,94.13,89.7234,85.3168,80.9102,76.5036,72.097,67.4008,62.7046,58.0084,53.3122,48.616,47.0548,45.4936,43.9324,42.3712,40.81,40.3956,39.9812,39.5668,39.1524,38.738,37.6946,36.6512,35.6078,34.5644,33.521,32.6754,31.8298,30.9842,30.1386,29.293,29.2664,29.2398,29.2132,29.1866,29.16,28.9088,28.6576,28.4064,28.1552,27.904,26.781,25.658,24.535,23.412,22.289,21.3866,20.4842,19.5818,18.6794,17.777,16.569,15.361,
Lower middle income,LMC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",115.4179312,115.9834246,116.4001392,116.6347886,116.7097624,116.6657936,116.4935148,116.2298067,115.309676,114.5267016,113.9240998,113.2684621,112.7657145,112.2282781,111.7569884,111.3103961,110.9675641,110.6306557,110.0488058,109.4606005,108.8624227,108.2148326,107.5631161,106.1246481,104.6414649,103.1078385,101.5191789,99.90479773,97.80527959,95.724173,93.69690806,91.65656317,89.63720761,86.95827708,84.2613182,81.52991183,78.7701765,75.97859292,73.92538123,71.86448224,69.81124967,67.76804969,65.71772586,63.91920052,62.13034239,60.35865742,58.60174576,56.86350004,55.46337869,54.07243781,52.68157468,51.28979493,49.90427299,48.48133518,47.05223336,
Low & middle income,LMY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",101.2374856,101.2064561,100.8700795,99.6378122,98.29525662,96.86445626,95.34121186,93.75705797,91.35105273,89.15921432,87.29717464,85.64843878,84.41251365,83.94288701,83.45227271,82.73973676,81.7582482,80.55791947,79.98157498,79.30262119,78.61435103,77.79739627,76.96811622,76.02150923,75.30007862,74.81577963,74.4982818,74.35698029,73.44299316,72.68221069,72.05589753,71.53446233,71.11030024,70.40280864,69.56242088,68.4935651,67.11136675,65.5465266,64.28273234,62.81188849,61.17011242,59.3678844,57.43385206,55.67640409,54.15067288,52.94687468,52.00429888,51.33091572,51.03457434,50.79688034,50.5234007,50.20299037,49.85796696,49.36659685,48.76666638,
Lesotho,LSO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",82.6836,82.5418,82.4,82.3688,82.3376,82.3064,82.2752,82.244,82.244,82.244,82.244,82.244,82.244,81.9206,81.5972,81.2738,80.9504,80.627,79.9834,79.3398,78.6962,78.0526,77.409,77.476,77.543,77.61,77.677,77.744,79.4572,81.1704,82.8836,84.5968,86.31,87.852,89.394,90.936,92.478,94.02,93.1342,92.2484,91.3626,90.4768,89.591,90.3984,91.2058,92.0132,92.8206,93.628,93.0006,92.3732,91.7458,91.1184,90.491,91.3852,92.2794,
Lithuania,LTU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",16.42,16.38,16.34,16.8348,17.3296,17.8244,18.3192,18.814,19.7124,20.6108,21.5092,22.4076,23.306,23.7242,24.1424,24.5606,24.9788,25.397,24.4264,23.4558,22.4852,21.5146,20.544,22.4716,24.3992,26.3268,28.2544,30.182,33.121,36.06,38.999,41.938,44.877,42.2564,39.6358,37.0152,34.3946,31.774,29.6338,27.4936,25.3534,23.2132,21.073,20.6424,20.2118,19.7812,19.3506,18.92,17.9388,16.9576,15.9764,14.9952,14.014,12.8092,11.6044,
